ticker,total_score,roe_score,roic_score,margin_score,trend_score,health_score,cash_score,pass,current_price,intrinsic_value,gap_pct,recommendation,avg_roe,avg_roic,avg_net_margin,avg_fcf_margin,debt_ratio,eps_cagr,years_data,trust_grade,trust_grade_text,trust_grade_stars,pass_reason,valuation_reason
FICO,67,0,20,15,9,13,10,FAIL,1528.04,811.9454459278453,-46.8636000413703,WAIT,-49.90062732661562,34.281976223647,29.52369796319146,34.93957204703392,-207.00825531680894,23.23712626480905,4,1,1등급,★★★★★,,
CTSH,67,25,10,10,0,15,7,FAIL,84.3,37.526370404534944,-55.48473261621003,WAIT,16.741458438055343,11.955991018377603,11.374101973996426,10.389281716401038,38.575791227096055,1.1274313409300074,3,2,2등급,★★★★☆,,
CL,67,25,20,10,0,5,7,FAIL,85.5,125.03271613878935,46.23709489916884,BUY,728.5137716222092,17.023583319495113,12.042746125602372,14.539140969186136,7312.264150943396,28.370063641943478,3,2,2등급,★★★★☆,,
CMG,67,25,20,10,0,5,7,FAIL,39.94,43.42968912499993,8.737328805708398,BUY,40.02031052446907,15.052125344214465,12.1398028741799,11.84022439806022,151.79204419804867,31.613439200854998,3,2,2등급,★★★★☆,,
EW,67,25,10,10,0,15,7,FAIL,82.969,720.1777720239329,768.0082585350347,BUY,29.683593684798996,13.448954054673742,46.27692745144149,12.900136608730298,29.928788606176987,69.01353132365409,3,2,2등급,★★★★☆,,
ULTA,66,25,20,10,0,7,4,FAIL,646.91,365.4830953341281,-43.50325465147731,WAIT,58.12797530084409,21.644862574175388,11.436300055348882,9.890239947306545,141.1913824123828,12.117216652709239,4,1,1등급,★★★★★,,
A,66,25,10,12,0,9,10,FAIL,135.02,39.2494277432948,-70.93065638920545,WAIT,22.2358855907174,12.159336434244073,18.753149933832532,19.190625468864184,100.8477449983045,2.9470063887333975,3,2,2등급,★★★★☆,,
ALLE,65,25,20,10,0,3,7,FAIL,164.96,106.61259336696354,-35.3706393265255,WAIT,43.14574082015951,14.290924726092774,14.879927023216148,13.895047928180068,199.0471113480376,14.632696496126375,3,2,2등급,★★★★☆,,
BF-B,64,25,10,15,0,7,7,FAIL,26.75,15.71448157999247,-41.25427446731787,WAIT,26.363970431932437,12.700710270896856,21.549313689300213,12.992559334554622,102.50438266967193,1.8801380823012748,4,1,1등급,★★★★★,,
GWW,64,25,20,10,0,5,4,FAIL,1057.69,583.2938080187408,-44.85210146463134,WAIT,59.655615087825915,24.151795205381163,10.792696831892677,8.61412443252141,152.6503871351995,13.47941741557972,3,2,2등급,★★★★☆,,
DOV,64,25,10,10,0,12,7,FAIL,204.54,1694.381090518406,728.3861789959939,BUY,28.111859037828793,10.43004493459474,20.718173646498567,10.027641335973176,79.88448655995775,61.90410126179891,3,2,2등급,★★★★☆,,
CSX,63,25,10,15,0,3,10,FAIL,37.675,14.32,-61.99071001990709,WAIT,30.328408382646604,10.308361863533984,25.52963087359556,21.297748992216317,242.01727723564227,0.0,3,2,2등급,★★★★☆,,
KO,63,25,10,15,0,3,10,FAIL,73.26,24.162883016864455,-67.01763169961173,WAIT,41.2189734387125,11.95401726603439,22.73166524125077,17.849081745174015,298.426939169617,5.985266487039453,3,2,2등급,★★★★☆,,
EXPD,63,25,20,5,0,9,4,FAIL,157.78,45.76,-70.99759158321714,WAIT,37.1943592472758,18.613203283422198,7.896201920979023,9.770153168635646,113.74990328437273,0.0,3,2,2등급,★★★★☆,,
MCO,63,25,10,15,0,3,10,FAIL,517.8401,342.2549902205432,-33.90720606215254,WAIT,53.568718540579276,13.03915148688204,27.108876780109853,29.70888571642603,330.3786816269285,23.021984222945036,3,2,2등급,★★★★☆,,
NXPI,63,25,10,15,0,3,10,FAIL,238.28,77.84000000000002,-67.33254994124559,WAIT,32.368412782862066,13.072209446697494,20.690753349766155,18.06612097851995,161.75541761951433,0.0,3,2,2등급,★★★★☆,,
UNP,63,25,10,15,0,3,10,FAIL,233.12,88.72000000000001,-61.94234728894988,WAIT,46.872729454037994,11.546890946060614,27.46779075139437,22.392649797886662,300.9177027827117,0.0,3,2,2등급,★★★★☆,,
PSA,62,25,10,10,0,7,10,FAIL,277.72,85.12,-69.35042488837678,WAIT,28.654256821036693,16.607769845946283,65.22430927300093,60.95803728901898,102.35442475479803,0.0,3,2,2등급,★★★★☆,,
POOL,62,25,20,5,0,5,7,FAIL,259.99,90.4,-65.22943190122696,WAIT,44.852269989790216,17.479495123354617,9.910443288230105,11.12531133688996,164.48971899502538,0.0,3,2,2등급,★★★★☆,,
FFIV,62,15,0,10,15,12,10,FAIL,297.575,451.3458887407996,51.67466646754586,BUY,16.134892831267962,8.816912212779034,17.134202347930177,23.220765559306262,75.93245432417993,30.824915840645062,4,1,1등급,★★★★★,,
NTAP,62,25,10,12,0,5,10,FAIL,99.9,80.17158401261179,-19.748164151539758,WAIT,105.45326132166323,11.425943261245898,17.158186094111134,18.500671076195523,940.6730769230769,11.503008048501684,4,1,1등급,★★★★★,,
ABNB,62,25,10,10,0,7,10,FAIL,133.98,118.83565300672939,-11.303438567898644,WAIT,41.40504360595375,12.555850195860218,31.570340181403253,40.23287843615397,149.15596766524013,21.372084087317724,3,2,2등급,★★★★☆,,
HUBB,61,25,10,10,0,9,7,FAIL,480.37,442.379608807907,-7.908568643356788,WAIT,24.443432412332584,11.4794577750968,12.997753171515376,12.296077912633349,103.91946883701007,23.444725331174343,3,2,2등급,★★★★☆,,
SPG,61,25,10,15,0,1,10,FAIL,184.48,70.20797162178029,-61.94277340536628,WAIT,74.76312554386568,10.512691329815565,40.17828301765457,55.21229793867079,979.1629290345608,5.522364099528088,3,2,2등급,★★★★☆,,
INTU,61,15,0,12,15,9,10,FAIL,551.25,419.89562443711816,-23.828458151996706,WAIT,15.51816887709601,9.458488296623308,17.89186855272324,30.707225927178833,87.50887874175545,23.370799285623754,4,1,1등급,★★★★★,,
TDG,60,0,10,15,15,10,10,FAIL,1404.5803,1334.878231105872,-4.9624837322670805,WAIT,-34.259473751321494,11.335314167701553,20.183797115404502,19.570320797440232,-336.4443526739624,33.77548076206609,4,1,1등급,★★★★★,,
MTD,60,0,20,15,0,15,10,FAIL,1407.79,355.12425346720556,-74.7743446489032,WAIT,770.9500410064796,26.73559829671485,21.790163860315616,21.28766471260602,-2653.3919142564423,2.659252655026778,3,2,2등급,★★★★☆,,
STLD,59,25,10,8,0,12,4,FAIL,175.005,78.72000000000001,-55.018428044912994,WAIT,30.785231567209177,18.474036361523165,13.051727512241271,8.575643076192636,67.04493598649786,0.0,3,2,2등급,★★★★☆,,
AME,59,15,10,12,0,12,10,FAIL,221.08,76.74626676998469,-65.28574870183432,WAIT,14.934521704160753,9.700551218790583,19.528069596259247,21.727858249028007,51.535042293852165,8.794886577032557,3,2,2등급,★★★★☆,,
DVN,59,25,10,11,0,9,4,FAIL,39.3,36.48,-7.175572519083971,WAIT,34.95819070963497,18.118245980311425,24.691053551005396,9.810772286747262,108.89210816777042,0.0,3,2,2등급,★★★★☆,,
SLB,59,25,10,10,0,7,7,FAIL,50.02,47.758182171621804,-4.521826925986002,WAIT,20.462532421926905,9.85281428894273,12.408976292347925,11.060060140916852,125.81637482252721,14.072574711256646,3,2,2등급,★★★★☆,,
VRSN,58,0,20,13,0,15,10,FAIL,251.06,119.57905721510798,-52.370326927783005,WAIT,-44.99177235843109,50.84226146113483,50.83185067808805,55.5569447875142,-171.83717248071915,13.22770341445958,3,2,2등급,★★★★☆,,
PKG,58,25,10,10,0,9,4,FAIL,226.17,71.44,-68.41314055798735,WAIT,21.83538843438249,10.758963827552316,10.519196077493786,8.322690595134965,100.57220708446866,0.0,3,2,2등급,★★★★☆,,
TJX,58,25,10,5,9,5,4,FAIL,147.805,105.6779942368477,-28.501746059437984,WAIT,57.21967333995243,13.787222500092476,7.66233144132614,6.212276796199501,278.2795186464911,16.41669836415025,4,1,1등급,★★★★★,,
MCD,58,0,20,15,0,13,10,FAIL,315.3245,287.1670752020816,-8.929666041781847,WAIT,-166.49206882113404,16.081164804596707,30.529496166016205,25.95694688864673,-1553.714436248683,16.933611026749283,3,2,2등급,★★★★☆,,
BKNG,58,0,20,15,0,13,10,FAIL,5197.923,11264.83014425744,116.71791106288877,BUY,-64.23405082731234,19.587183822382784,20.91539520997351,34.069696016629685,-789.2537313432836,50.39350262547278,3,2,2등급,★★★★☆,,
TT,57,25,10,10,0,5,7,FAIL,388.415,337.1563209034428,-13.196884542707469,WAIT,30.738648805510724,12.191019356332882,11.792331311367283,11.12833192907034,169.76157910263632,22.58359583530922,3,2,2등급,★★★★☆,,
KMB,57,25,10,10,0,5,7,FAIL,100.4,118.60696046468291,18.13442277358855,BUY,283.109325057882,12.589021984231978,10.302754755967053,11.773441253462645,1853.6904761904761,14.787914305061346,3,2,2등급,★★★★☆,,
LEN,57,15,10,10,0,15,7,FAIL,110.55,114.48,3.5549525101763972,BUY,16.024252413199793,11.156128939787566,12.101433687824725,10.221779368001174,47.69103558343007,0.0,3,2,2등급,★★★★☆,,
YUM,56,0,20,15,0,11,10,FAIL,154.61,52.82378824483614,-65.83417098193122,WAIT,-18.22701641046521,30.16312734171218,20.539885721867027,18.124820719850444,-187.9576359832636,6.87525192875984,3,2,2등급,★★★★☆,,
PM,56,0,20,13,0,13,10,FAIL,178.79,36.24,-79.73040997818669,WAIT,-76.89303436979374,16.377193979435074,23.11005608713516,27.158083078158445,-609.8212765957447,0.0,3,2,2등급,★★★★☆,,
MSCI,56,0,20,13,0,13,10,FAIL,605.2,218.59217629757757,-63.88100193364548,WAIT,-119.87672152101034,22.363340127040498,40.989270921411666,46.433321316468515,-679.3038701187344,14.48293883187175,3,2,2등급,★★★★☆,,
MO,55,0,20,10,0,15,10,FAIL,63.98,352.7538376577539,451.3501682678241,BUY,-292.6822752686474,25.344592501967767,40.87102667570614,41.79274425737929,-1669.5710455764076,43.183684119801605,3,2,2등급,★★★★☆,,
AFL,55,25,0,15,0,5,10,FAIL,108.37,250.08270929765843,130.76747189965712,BUY,21.328056935232997,4.031299263392034,25.417648447643987,17.112668729077814,350.4789639052801,17.881736906545022,3,2,2등급,★★★★☆,,
BR,54,25,0,10,9,3,7,FAIL,206.685,173.7761606007767,-15.922219512409367,WAIT,30.011752380618898,9.377132535796974,10.69047691956376,12.165228125972147,221.8213317264236,15.988691932754072,4,1,1등급,★★★★★,,
PEP,54,25,10,10,0,5,4,FAIL,149.292,63.932053736858386,-57.17650394069448,WAIT,51.362420623553724,10.273193430143053,10.22031877795713,7.658705819044896,450.6180366941965,4.045880126699708,3,2,2등급,★★★★☆,,
NDSN,54,25,0,12,0,7,10,FAIL,271.79,68.08,-74.95124912616359,WAIT,18.24538357751885,10.664393565609426,18.27003279124795,20.717214375769387,94.43216537416082,0.0,4,1,1등급,★★★★★,,
DHI,54,15,10,10,0,15,4,FAIL,150.16,92.56,-38.35908364411294,WAIT,21.179993742303843,14.09301769900619,13.56768519054122,7.010492274511112,44.35230504663007,0.0,4,1,1등급,★★★★★,,
PH,54,15,0,8,15,9,7,FAIL,911.985,1306.908910345306,43.30377257798164,BUY,21.101464829739026,9.644613216031775,12.81960267277925,14.844897806500231,115.5021195731618,39.03778474522208,4,1,1등급,★★★★★,,
PAYC,53,25,0,13,0,5,10,FAIL,143.43,392.4526975318927,173.61967338206279,BUY,27.268242347531757,8.006786917544375,22.41361995073042,17.16368462950942,271.84466019417476,35.75622293698253,3,2,2등급,★★★★☆,,
DRI,53,25,10,5,6,3,4,FAIL,200.515,87.7549376024593,-56.235225493125554,WAIT,44.7953732882401,10.052217246553244,9.242363176428874,8.767704437201118,444.5852983169645,6.233892453430578,4,1,1등급,★★★★★,,
CSCO,53,25,0,15,0,3,10,FAIL,78.09,20.88,-73.26162120630043,WAIT,25.642810778414248,11.025784124613933,20.547305152184165,25.139670016835215,161.0656875093397,0.0,4,1,1등급,★★★★★,,
GL,52,25,0,12,0,5,10,FAIL,137.695,401.7408491540795,191.7613923193141,BUY,21.487643091663106,3.8388273352619695,17.821102307776545,25.340321192908394,448.0364035947466,26.427590908677388,3,2,2등급,★★★★☆,,
ORLY,52,0,20,10,0,15,7,FAIL,100.56,36.81918308859606,-63.38585611714791,WAIT,-171.2755788797307,17.806842960181246,14.734013474926376,14.296513075613127,-1186.3723329839434,10.268282939168882,3,2,2등급,★★★★☆,,
OTIS,52,0,20,10,0,15,7,FAIL,86.2,103.66725624721413,20.26363833783541,BUY,-29.404830681642967,15.972972197722969,10.1953675294067,10.371570712900631,-330.94059405940595,17.260393995585744,3,2,2등급,★★★★☆,,
AMP,52,25,0,12,0,5,10,FAIL,497.64,433.91978968766927,-12.80447920431049,WAIT,67.30202996981716,1.9022438569661617,19.41299015459691,31.929063710845583,3369.8355011476665,9.230984350770477,3,2,2등급,★★★★☆,,
URI,52,25,10,12,0,3,2,FAIL,901.88,597.1565949625549,-33.78757761979921,WAIT,29.829459533109674,10.813670250211588,17.258332427073675,4.512087790937975,226.64115054511714,14.231798894105975,3,2,2등급,★★★★☆,,
ADSK,52,25,0,12,0,5,10,FAIL,270.66,200.97569247346598,-25.746067954826735,WAIT,55.42117813606073,8.730078738938808,15.598529486869726,30.290478813310532,313.31552842426555,31.7267512016699,4,1,1등급,★★★★★,,
MAS,52,0,20,10,0,15,7,FAIL,66.83,31.995608381749733,-52.123883911791516,WAIT,-396.81878306878303,20.033258297043872,10.548107645133578,11.122988121436114,-1810.3571428571427,1.7748825681616065,3,2,2등급,★★★★☆,,
BLDR,52,25,10,5,0,5,7,FAIL,116.81,72.48,-37.950517935108294,WAIT,37.6812828081928,18.397908592637783,9.22684354979719,11.381697138462387,146.32049100773426,0.0,3,2,2등급,★★★★☆,,
ADP,52,25,0,12,0,5,10,FAIL,253.99,145.96274778472647,-42.532088749664766,WAIT,84.274359681697,6.891702046623311,19.049432598510027,18.925102867610416,762.4644473173885,12.54965474117824,4,1,1등급,★★★★★,,
SHW,52,25,10,10,0,3,4,FAIL,346.4001,265.71605919185924,-23.292152862583112,WAIT,65.19861169852595,11.605073363294217,10.363930844381752,8.733762652876798,483.3481437598736,16.90082595434599,3,2,2등급,★★★★☆,,
CPAY,51,25,0,15,0,1,10,FAIL,317.61,137.54646704851658,-56.693281997255575,WAIT,33.20374296399009,7.602095389023536,26.41009432500984,37.948053623029836,474.3568129308064,6.05652793464595,3,2,2등급,★★★★☆,,
MMC,50,25,0,12,0,3,10,FAIL,182.7,202.65352891229657,10.921471763709128,BUY,30.077409814481324,8.316734760758427,15.946673012163183,15.883423427161318,321.88577424673963,16.374594983681433,3,2,2등급,★★★★☆,,
AZO,50,0,20,10,0,13,7,FAIL,3766.22,1488.1013832102844,-60.48819816127883,WAIT,-64.00139847604177,16.72395895880538,14.255802283423574,11.950167307461,-666.8878043694295,7.323782044011162,4,1,1등급,★★★★★,,
BX,50,25,0,15,0,0,10,FAIL,147.715,112.80822014457044,-23.631168029942497,WAIT,25.67999317156899,0.0,23.251382588378206,57.174788261004295,291.93768728718715,23.85064816482576,3,2,2등급,★★★★☆,,
KR,50,25,0,5,15,3,2,FAIL,62.01,99.10524661227574,59.82139431103973,BUY,22.66332864074632,5.106079164976899,1.491882082927958,1.6702996868776165,535.1237175618587,19.143067333603625,4,1,1등급,★★★★★,,
WRB,50,25,0,10,0,5,10,FAIL,67.881,103.63093179821263,52.665593904351184,BUY,19.97058848714941,4.321063317831605,12.181368666293357,24.09067915711172,383.0780676991644,15.06027870958555,3,2,2등급,★★★★☆,,
JBL,50,25,0,5,15,3,2,FAIL,241.905,47.36000000000001,-80.42206651371406,WAIT,48.12738623836617,5.866911634190144,3.0856114937994703,2.4956716881477847,1125.3139458030405,0.0,4,1,1등급,★★★★★,,
JNJ,50,25,0,10,0,5,10,FAIL,227.31,46.32,-79.62254190312788,WAIT,31.382910845307546,8.46163184428906,26.514884247118726,20.897360748610286,151.92894111064484,0.0,3,2,2등급,★★★★☆,,
COST,50,25,10,5,3,5,2,FAIL,962.01,257.3786861134656,-73.24573693480674,WAIT,28.094630901545912,10.020842167316976,2.752416417626438,2.444759653138429,164.363598957619,11.490584815226379,4,1,1등급,★★★★★,,
PNR,49,25,0,10,0,7,7,FAIL,104.62,56.50621634565478,-45.989087798074195,WAIT,18.222298709316487,10.180271325907796,14.052101816473089,12.312602595159058,80.93407056049847,13.56298571338257,3,2,2등급,★★★★☆,,
WMT,49,25,0,5,12,5,2,FAIL,116.46,37.015534880853544,-68.21609575746734,WAIT,17.876064399446737,7.02629906091191,2.3863166419754633,2.0215106346383074,179.23922956061222,14.07832654922785,4,1,1등급,★★★★★,,
SMCI,49,25,0,5,12,7,0,FAIL,32.12,99.54080680441885,209.9028854433962,BUY,22.594854231468588,11.645892365493317,6.733974570903353,-2.7485506233714654,122.45214103575024,46.71208298210745,4,1,1등급,★★★★★,,
COP,49,15,0,15,0,9,10,FAIL,100.525,62.48,-37.84630688883363,WAIT,25.13890461167422,13.653542341031605,20.067438286875426,17.760099892842515,89.4870053707019,0.0,3,2,2등급,★★★★☆,,
IEX,49,15,0,12,0,12,10,FAIL,194.71,53.12,-72.71840172564326,WAIT,16.483576202761252,10.022891974832588,17.367230334348545,17.657748572332608,77.77162885076554,0.0,3,2,2등급,★★★★☆,,
WMB,49,25,0,13,0,1,10,FAIL,66.16,16.941495762112005,-74.39314425315598,WAIT,20.45507639193355,7.312521322253971,23.005857911550823,25.511235942784623,319.1701511740109,4.394461504499225,3,2,2등급,★★★★☆,,
ROST,49,25,10,5,0,5,4,FAIL,185.45,82.55468539214424,-55.48412758579442,WAIT,38.528913750668764,13.156577960768933,9.072044466127254,7.03109088543028,170.55371973582348,9.076042471097567,4,1,1등급,★★★★★,,
DPZ,48,0,20,10,0,11,7,FAIL,409.395,401.14035459318677,-2.0163034250084175,WAIT,-12.764368577139434,40.358544959874166,11.323100343521597,10.09011726356661,-143.83860246508902,15.412442671420301,3,2,2등급,★★★★☆,,
RL,48,25,0,5,9,5,4,FAIL,353.805,171.6661833488797,-51.4800007493168,WAIT,25.061373399207433,9.455809023924676,9.500659740446956,9.967609220589965,172.25420127486962,12.889329870837706,4,1,1등급,★★★★★,,
GIS,48,25,0,10,3,3,7,FAIL,44.99,32.800000000000004,-27.094909979995546,WAIT,25.505492005386223,8.972139563497747,12.878542216266766,12.340494462945852,259.36929298199846,0.0,4,1,1등급,★★★★★,,
FTNT,48,0,20,13,0,5,10,FAIL,82.36,131.46659445433355,59.62432546665074,BUY,-145.10011265976914,16.710255587180797,23.448960102216308,32.33398580608711,553.5747757397241,46.01628236940265,3,2,2등급,★★★★☆,,
SYF,48,25,0,13,0,0,10,FAIL,74.16,222.22167987649448,199.65167189387068,BUY,20.20995560014801,0.0,21.319230477623154,60.49086723073275,620.524728588661,17.90860453923728,3,2,2등급,★★★★☆,,
TSCO,47,25,10,5,0,5,2,FAIL,55.28,17.79403756547268,-67.81107531571513,WAIT,51.105109620802416,12.403285515191797,7.556812999346303,4.1242791912761545,331.8961439153886,2.492118709334523,3,2,2등급,★★★★☆,,
UPS,47,25,10,5,0,3,4,FAIL,106.12,54.0,-49.11421032793065,WAIT,43.903700064374526,12.187991238509644,8.410964640472828,7.236924640804396,318.9795430075368,0.0,3,2,2등급,★★★★☆,,
CAT,47,25,0,10,0,5,7,FAIL,628.98,874.2741703329135,38.99872338276471,BUY,50.21254908303024,11.161516984281812,14.448776733526431,12.302420765206131,350.2642245138782,32.07808392448974,3,2,2등급,★★★★☆,,
DXCM,47,25,0,10,0,5,7,FAIL,73.14,55.52831539267453,-24.079415651251672,WAIT,23.195514890611353,8.214771963729337,13.654029497532916,13.413965910592715,208.40388090935033,31.59435083137767,3,2,2등급,★★★★☆,,
ISRG,47,0,10,15,0,15,7,FAIL,526.6,258.5449499211871,-50.90297191014298,WAIT,13.206507900016396,10.638472193350994,24.766058899504014,13.845129427837795,13.46988201074621,32.623682258827415,3,2,2등급,★★★★☆,,
LMT,47,25,10,5,0,3,4,FAIL,586.795,187.97982835889343,-67.96499146057934,WAIT,82.45374359728406,12.575661694253228,8.812992747487508,8.651195148298267,778.2093794410232,1.489370557233305,3,2,2등급,★★★★☆,,
AMGN,46,25,0,11,0,0,10,FAIL,345.215,60.48,-82.48048317715046,WAIT,118.78107950019036,9.64439802107311,20.318364832527884,30.19209078945652,1462.6850433894845,0.0,3,2,2등급,★★★★☆,,
PCAR,46,25,0,10,0,7,4,FAIL,123.19,200.71730379372667,62.93311453342534,BUY,25.206707978193865,9.684483991560176,11.970231177321773,7.537663645087519,148.01021311597142,17.180079926520865,3,2,2등급,★★★★☆,,
RJF,46,25,0,12,9,0,0,FAIL,167.905,157.04411590731226,-6.468469725551794,WAIT,16.943099282632936,0.0,15.214153110905894,-0.16775393181889964,605.662640966168,13.848488040155704,4,1,1등급,★★★★★,,
AMT,46,25,0,10,0,1,10,FAIL,179.86,69.99595880980807,-61.08308750705657,WAIT,44.56423661956443,5.973673726212366,18.462954949539068,28.21454321237169,1520.569451836083,12.328985783369472,3,2,2등급,★★★★☆,,
RSG,45,25,0,10,0,3,7,FAIL,217.18,167.24916547414665,-22.99053067771128,WAIT,16.56520293556439,6.907312343936456,11.774500526589135,13.035575713682007,184.08592722490135,17.6348294158003,3,2,2등급,★★★★☆,,
AXP,45,25,0,10,0,0,10,FAIL,361.0,379.7153419207465,5.184305241204012,BUY,31.24090093205844,0.0,14.470366270710718,27.61954470881597,796.9766058683584,19.26168812241049,3,2,2등급,★★★★☆,,
HON,45,25,0,10,0,3,7,FAIL,219.285,115.20590671276837,-47.462933300148954,WAIT,32.02208866652058,9.232971621669916,14.75132260201814,12.418636998783574,300.95601267522426,9.45657942098299,3,2,2등급,★★★★☆,,
LLY,45,25,0,13,0,5,2,FAIL,1018.03,483.2286656699298,-52.53296409045609,WAIT,60.63516608352051,12.123306017827465,20.249236060825577,2.6004202045733575,454.07867757414334,33.48195734057666,3,2,2등급,★★★★☆,,
BLK,45,15,0,15,0,5,10,FAIL,1103.91,588.3139341482597,-46.706349779578076,WAIT,13.703948787932125,4.78935393724914,30.32964953936217,23.059470921572423,187.9355721654911,11.206088997874208,3,2,2등급,★★★★☆,,
APA,45,25,0,10,0,3,7,FAIL,25.755,18.16,-29.48941953018831,WAIT,324.9232285591824,22.647189681799073,25.094588428029923,13.19532839899236,246.74242424242422,0.0,3,2,2등급,★★★★☆,,
MELI,45,25,0,5,0,5,10,FAIL,2315.13,7528.266784294427,225.17684900175917,BUY,34.147451023705514,6.142852434516972,6.734102886184611,29.225622341361518,479.08526775453913,98.8687840873101,3,2,2등급,★★★★☆,,
ROK,45,25,0,10,0,3,7,FAIL,415.045,61.36000000000001,-85.21606090905806,WAIT,31.042777833030208,9.967726310093006,12.318452586322083,11.54777167970696,205.47345374931584,0.0,4,1,1등급,★★★★★,,
XOM,44,15,0,10,0,12,7,FAIL,137.44,62.720000000000006,-54.36554132712457,WAIT,19.64403927426675,11.464489622184152,11.55605591877486,11.231432991430403,69.34604956295861,0.0,3,2,2등급,★★★★☆,,
NKE,44,25,0,10,0,5,4,FAIL,62.83,17.28,-72.49721470635046,WAIT,34.90820627213676,12.602122429522689,10.222895847732648,9.734131491056932,176.84098993415574,0.0,4,1,1등급,★★★★★,,
EA,44,0,0,10,15,9,10,FAIL,204.375,102.35438182556585,-49.9183452841268,WAIT,13.960593874773622,7.866741589072217,13.4851928292202,23.859400053844585,93.67366113373004,15.476412353397585,4,1,1등급,★★★★★,,
KEYS,44,15,0,10,0,9,10,FAIL,219.195,39.120000000000005,-82.1528775747622,WAIT,19.05128289434218,10.811391501143703,17.05713918597249,20.43132139836728,92.16119707532732,0.0,4,1,1등급,★★★★★,,
HAL,44,25,0,10,0,5,4,FAIL,33.8355,98.36635071597262,190.71936491546631,BUY,23.89157677149233,10.782747014543522,10.035345425563253,8.552497562653718,143.14677327241577,27.531830599626982,3,2,2등급,★★★★☆,,
BRO,43,15,0,15,0,3,10,FAIL,73.82,98.39236618649204,33.2868683100678,BUY,15.222390655518327,6.351072244808317,20.236250695861163,22.962119767710323,174.06542056074767,20.82696767751584,3,2,2등급,★★★★☆,,
MTCH,43,0,10,10,0,13,10,FAIL,31.86,70.4218475667357,121.03530309709889,BUY,-1433.1931910767787,14.85967382504299,15.51986286866562,21.649667201997072,-7115.141613911622,27.633548021847144,3,2,2등급,★★★★☆,,
EXPE,43,25,0,5,0,3,10,FAIL,271.68,1949.1990637399654,617.4613750515184,BUY,48.87631940343183,4.49368154718933,6.079308530009231,18.394804259792863,1258.1245985870262,103.08677857343741,3,2,2등급,★★★★☆,,
TRGP,43,25,10,5,0,1,2,FAIL,196.695,178.63051649319442,-9.184007476959543,WAIT,48.19426592108499,11.002859746345822,7.367092579130952,4.773080442809859,706.5229131306897,23.039208820670233,3,2,2등급,★★★★☆,,
LOW,42,0,20,5,0,13,4,FAIL,272.265,99.645100370696,-63.401428618920534,WAIT,-80.1679334168308,19.239745230530517,8.165469754826521,7.974173990189459,-402.87400744852783,0.5232813532647151,4,1,1등급,★★★★★,,
WM,42,25,0,10,0,3,4,FAIL,230.55,99.13181374380284,-57.0020326420287,WAIT,33.109959065033415,7.79167742340227,11.695825970766114,9.536604935341174,440.0508967523025,12.403328904414845,3,2,2등급,★★★★☆,,
TMO,42,15,0,10,0,7,10,FAIL,617.075,132.24,-78.56986589960701,WAIT,13.802347532935137,7.77412153325582,14.745394771056901,16.165861900195303,96.09559342543108,0.0,3,2,2등급,★★★★☆,,
AOS,42,15,0,8,0,12,7,FAIL,69.99,266.2449952066658,280.404336629041,BUY,23.998122715959582,13.86626953412236,11.566992387162722,12.158825711714556,72.020175205734,55.001794477969604,3,2,2등급,★★★★☆,,
EPAM,42,15,0,5,0,15,7,FAIL,219.85,74.886010140429,-65.93768017264999,WAIT,12.838095840828116,10.05218048239575,9.066290577501364,10.15456457590143,30.842020483240024,5.156207266415169,3,2,2등급,★★★★☆,,
HCA,42,0,20,5,0,13,4,FAIL,486.01,224.9282151689227,-53.719426520252114,WAIT,-243.3072994795766,15.149749542686598,8.531833233554622,7.350986477336977,-2359.263705482193,7.183257334070214,3,2,2등급,★★★★☆,,
ECL,42,25,0,10,0,3,4,FAIL,281.0,355.5921449628341,26.54524731773455,BUY,18.75562738537575,8.197887701528073,10.023828275038095,9.941485824449442,155.28302102246124,39.08210532270993,3,2,2등급,★★★★☆,,
TEL,42,15,0,8,0,9,10,FAIL,224.595,49.28,-78.05828268661368,WAIT,19.87323596225971,10.778564463533026,14.411895124516015,15.404318964857236,98.14064362336114,0.0,4,1,1등급,★★★★★,,
MLM,42,15,0,11,0,9,7,FAIL,645.71,2252.708890810241,248.8731614517726,BUY,15.91542600769665,9.036183654483892,20.615055698788954,10.1527856582817,92.18237596530201,52.862615088073554,3,2,2등급,★★★★☆,,
SYK,41,15,0,10,0,9,7,FAIL,356.34,112.03195640511677,-68.56037593166168,WAIT,15.23962068253129,8.397176229213429,13.822668254344,13.92249996739856,108.25336822719783,12.147159630951476,3,2,2등급,★★★★☆,,
ABBV,41,25,0,6,0,0,10,FAIL,221.4,19.12,-91.36404697380307,WAIT,81.40013147022049,6.807567953789236,12.31158032850914,38.0128142081683,3963.8195488721803,0.0,3,2,2등급,★★★★☆,,
ETN,41,15,0,10,0,9,7,FAIL,343.205,300.8435044708231,-12.342913281909315,WAIT,17.29209468579553,8.770802987510947,13.662473452118599,11.943106612908245,107.36694071830377,24.387751421042502,3,2,2등급,★★★★☆,,
OKE,41,25,0,8,0,1,7,FAIL,78.435,126.71301234265717,61.55161897451031,BUY,20.15426435341639,7.905812403537546,12.240524509700107,12.27054508493253,246.1610706738671,16.03250263036933,3,2,2등급,★★★★☆,,
